seq,lat,lon,alt,pitch,roll,yaw
434,37.56872461,122.0765664,324.91068,1.540084893,-0.256583745,-172.5616674
435,37.56835918,122.0765392,325.70187,-1.539663478,-0.51175801,-172.217489
436,37.56799323,122.076513,325.03195,-0.711756558,0.070016321,-172.1937471
437,37.56763087,122.07649,323.75342,1.333467021,0.093704937,-171.795633
438,37.56726642,122.0764649,321.87302,1.97086274,-0.275354855,-173.3382374
439,37.5669071,122.0764364,322.1244,3.644601308,-0.406427307,-174.362591
440,37.56662196,122.0764144,320.75223,4.141385543,-1.083130178,-174.3085126
441,37.56455326,122.0739166,320.5112,5.061162658,15.37179809,0.308555066
442,37.56491768,122.073975,323.65033,1.927008943,8.346198475,9.885156787
443,37.56528263,122.0740543,325.19534,0.816183632,3.809411086,11.61572065
444,37.56563928,122.0741395,324.93918,-0.432215786,-1.860539906,13.68787767
445,37.56600194,122.0742241,325.09232,0.956398493,-3.681970982,9.941734186
446,37.56636351,122.0742936,325.7088,1.096390691,-3.712771938,8.575213094
447,37.56672589,122.0743498,326.35312,2.135668895,-3.403254122,7.186073717
448,37.56708576,122.0743907,326.7504,-1.986039467,-1.317312395,3.562306436
449,37.56745862,122.0744251,326.23267,0.950498664,-1.134322991,-1.197254064
450,37.56782841,122.0744474,327.11813,-0.87424565,0.924599163,4.990994127
451,37.56818995,122.074468,327.75656,-2.394930553,0.837351188,0.626499708
452,37.56856123,122.0744872,327.73575,-2.381705858,1.397061397,0.214043841
453,37.56892973,122.0745063,326.63425,-2.483096501,1.844422233,0.839472264
454,37.56929395,122.0745274,323.664,-1.599741216,1.59165267,-1.328886337
455,37.56966135,122.0745485,322.96786,0.324376605,0.796893279,-0.279436466
456,37.57003214,122.0745729,323.9622,2.135828424,1.120287799,-0.957245002
457,37.57039461,122.0745983,324.552,1.968399175,-0.617887719,-1.512013185
458,37.57076366,122.0746264,324.2272,1.761448009,0.387470655,-4.661835424
459,37.57113591,122.0746523,324.12402,-1.039123279,0.316286062,-5.861539629
460,37.57150122,122.074677,323.669,-1.338090618,0.03937836,-2.037534701
461,37.57187469,122.0747022,324.39838,2.987326845,0.919019787,-3.058716072
462,37.57224202,122.074727,325.33603,-2.437221386,0.389361682,0.30723539
463,37.57260384,122.0747519,325.3125,-1.019179118,0.336467666,-0.102513889
464,37.57297735,122.0747765,326.10226,-0.773759458,0.057178613,2.363608247
465,37.57334986,122.074802,326.08768,-1.97925842,1.082718277,0.581373799
466,37.57370936,122.0748259,326.47055,-1.105455109,0.183612075,0.097267471
467,37.5740768,122.0748503,327.06705,-3.093896995,1.00268284,1.508534583
468,37.57444876,122.0748758,326.21625,-2.76882956,0.615595712,-1.240311936
469,37.57481155,122.0748984,326.5585,-4.654309777,0.303560141,0.767422938
470,37.57518298,122.0749229,326.1643,-1.492665856,0.169518492,-3.088611206
471,37.57554938,122.0749482,326.23706,-1.112186928,2.170530498,-1.569481383
472,37.5758376,122.0749696,326.954,-4.103643793,0.485878736,0.254046763
473,37.57795586,122.0730835,325.27246,-0.046546085,1.515866397,-169.4583496
474,37.5775963,122.073062,324.55252,2.251417327,-0.249350424,-171.9493115
475,37.57723243,122.073035,325.51602,0.934950958,-0.351609657,-169.7848703
476,37.57687122,122.0730077,326.0559,-0.557253271,-0.603227181,-169.0727046
477,37.57650522,122.0729791,325.17657,1.081925366,-0.353061976,-170.6540881
478,37.57614083,122.0729514,324.43613,0.597359586,-2.038628868,-170.5369661
479,37.57577961,122.0729274,324.4756,1.318675027,-0.76918552,-169.9960028
480,37.57541481,122.0729061,325.5008,0.974367784,0.355416723,-173.6219524
481,37.57505043,122.0728883,325.62842,-0.412908727,0.813593356,-171.6638649
482,37.5746852,122.0728692,325.77475,-0.825628899,0.646926007,-172.9053539
483,37.57432086,122.0728475,325.21426,-1.396127043,0.516598117,-170.8009544
484,37.57396071,122.0728215,325.53696,-0.954527196,0.226684561,-172.5276292
485,37.57359826,122.0727952,325.97253,-1.358283026,-0.155331155,-174.0779095
486,37.57323346,122.0727717,324.711,0.023718817,0.474264263,-172.1772226
487,37.57286747,122.0727499,325.33826,-1.295868218,0.259274464,-171.7294676
488,37.5725056,122.0727282,325.37308,-0.512706982,0.406060749,-169.6370377
489,37.57214256,122.0727034,324.07504,0.071188546,0.300199437,-169.0747114
490,37.57177781,122.0726795,324.3268,-0.256864869,0.146126891,-167.0041466
491,37.5714146,122.0726505,323.01257,1.227346726,-0.357289601,-167.5844448
492,37.57104819,122.0726237,322.35956,1.6692707,-0.474597231,-167.1348164
493,37.57068447,122.0726001,322.0658,1.609430456,0.158935192,-169.4274947
494,37.5703213,122.0725762,322.58603,2.582920221,-0.823657847,-168.8560303
495,37.56996052,122.0725554,324.9207,1.1203167,1.004063518,-169.4384461
496,37.56959551,122.0725353,324.22815,-0.87943157,2.193411791,-168.0359954
497,37.56923216,122.0725074,323.03027,2.955156505,-0.568631665,-166.4192645
498,37.56887028,122.0724836,324.90848,0.375852506,-0.258769379,-167.3836886
499,37.56850856,122.0724597,326.0683,1.254019308,0.264019788,-166.7016717
500,37.56814382,122.0724385,325.14267,0.725456915,-0.036688854,-166.9171788
501,37.567783,122.0724116,325.37698,-1.342886987,-1.18072767,-166.7794899
502,37.5674166,122.0723816,330.27182,-4.111819454,-2.212203159,-170.4488587
503,37.567057,122.0723612,329.3267,-4.139292019,0.027937778,-177.1494182
504,37.56674223,122.0723454,328.33145,-2.015127568,-0.483748407,-178.3979203
505,37.56514608,122.0746767,319.20346,6.412279674,-34.66423915,-17.61880633
506,37.56549208,122.0745025,319.60608,7.548592624,-22.44337161,-35.03319084
507,37.56580551,122.0742665,320.23343,8.169425763,-4.346634396,-42.49897956
508,37.56610802,122.0740207,322.32803,6.060508221,9.66353817,-46.42064607
509,37.56643039,122.0737964,325.83582,3.335262016,14.27850148,-41.48289998
510,37.56676636,122.0736129,327.35403,2.246568885,16.49758812,-33.43596965
511,37.56711168,122.0734824,328.4838,0.440152295,17.95560511,-25.19353086
512,37.56747759,122.0734016,329.438,-2.285609781,14.71522784,-19.50051963
513,37.56784229,122.0733621,328.96576,-0.808267311,11.81671525,-10.78426953
514,37.5682028,122.0733591,328.826,-1.082204345,8.305276715,-4.199649596
515,37.56856274,122.0733812,328.63272,-2.986717835,5.007847648,-3.058706239
516,37.56892968,122.0734174,327.53015,-2.275317541,2.497049914,-0.472814027
517,37.56930217,122.0734625,326.67447,-0.753050584,0.394977335,-0.716648503
518,37.5696715,122.0735063,326.5171,0.503101883,-0.109102528,2.025523295
519,37.57003687,122.0735478,326.15488,-0.758289975,-0.671179923,2.465485383
520,37.57039893,122.0735872,326.53558,0.395166844,-1.709263671,2.136616895
521,37.5707704,122.0736225,328.1445,-3.455190541,-0.94373256,1.607797676
522,37.57112954,122.0736532,328.21637,-1.337155152,1.056820109,2.37728811
523,37.57150001,122.0736847,328.17984,-4.013751834,-1.676440376,-4.768759158
524,37.57186494,122.0737074,328.18967,-3.268474355,-0.217955888,-2.919197316
525,37.57222623,122.0737267,329.0273,-3.909357387,0.646397444,-5.922261928
526,37.57259334,122.0737457,328.43118,-5.157616891,0.681680881,-6.478230318
527,37.57296725,122.0737613,325.7645,-5.509389675,2.793512337,-8.505196963
528,37.57333539,122.0737753,323.68167,-1.20025427,3.336126675,-6.062884571
529,37.57369559,122.0737949,323.1079,-1.118940154,3.674409811,-4.166245776
530,37.57406023,122.0738197,322.51004,-0.42031051,0.216376294,-3.729206402
531,37.57442138,122.0738447,323.68057,-0.303718113,0.546957953,-4.569674888
532,37.5747937,122.0738716,323.90436,-0.176141479,0.604983501,-5.510168248
533,37.57516322,122.0738977,323.6644,0.526553693,0.245737246,-4.326114439
534,37.57553034,122.0739236,323.132,-0.193448141,0.557546281,-4.511163025
535,37.57581461,122.0739433,322.71558,0.189085876,0.904782392,-3.178484836
536,37.57785514,122.0761329,325.6009,0.216051975,-1.475499679,-170.2377904
537,37.57749391,122.0761167,325.97263,0.246126404,-0.020427185,-171.2341649
538,37.57713308,122.0761081,326.2529,1.735882506,0.270557799,-171.3231922
539,37.57676622,122.0760978,326.6265,-1.715458856,1.562351399,-170.1617549
540,37.57640042,122.0760763,326.1032,-0.877239817,1.222025582,-168.1722483
541,37.57603471,122.0760518,328.24982,0.142338571,1.527449786,-167.4946549
542,37.57567378,122.0760259,327.82178,-5.716499197,0.958814411,-175.9051459
543,37.57531441,122.0759984,326.80136,-3.390460052,1.103064841,-173.1019871
544,37.57494737,122.0759725,325.59384,-0.015625963,1.437564582,-169.8484908
545,37.57458469,122.075947,324.27896,-1.960361839,1.196483168,-169.7225892
546,37.57422022,122.0759185,324.47815,-0.621283525,1.391125964,-168.9496181
547,37.57385667,122.0758881,324.22275,0.017743931,0.153391881,-169.5609471
548,37.57348999,122.0758604,325.2334,-1.432586909,-0.199441308,-170.1251614
549,37.57313058,122.075837,324.70886,-1.014185948,0.515784562,-169.9372707
550,37.57276822,122.0758119,324.60114,1.236941591,-0.198426344,-172.7046233
551,37.57240684,122.075793,325.5681,-3.402541602,-0.447785413,-171.5871207
552,37.57204049,122.0757713,326.22742,-2.945214279,0.484662495,-175.6292001
553,37.57168029,122.0757503,326.13037,-2.681481839,1.099058893,-175.2764111
554,37.57132066,122.0757269,324.67505,-3.240078711,0.896003353,-172.7483271
555,37.57095666,122.075698,323.28482,-1.512668875,0.709819264,-175.0137075
556,37.57058949,122.07567,322.41003,-1.676973323,0.044034283,-172.5908737
557,37.57022893,122.07564,321.3774,-0.448070169,-1.298571499,-174.7043221
558,37.5698644,122.0756122,321.962,2.645911404,-0.061046715,-171.8739667
559,37.56949694,122.075587,321.92032,0.675270812,-1.382852536,-174.2400196
560,37.56913444,122.0755607,322.66336,1.360107301,0.363044352,-175.6970803
561,37.5687693,122.0755363,323.94885,1.13184668,-0.605331982,-173.4078343
562,37.56840409,122.0755151,324.6748,0.552880752,0.031255969,-171.8601522
563,37.56804103,122.0754902,324.88156,-0.602163174,-0.900825469,-172.9520965
564,37.56767561,122.0754688,324.048,0.650406181,0.166561857,-174.4156562
565,37.56730801,122.0754482,323.227,0.393421855,0.807350686,-171.5173232
566,37.56694342,122.0754223,324.29413,2.018243986,0.015031956,-172.8876317
567,37.56662977,122.0754025,326.00348,0.237345153,0.926439474,-173.1520584
568,37.56449422,122.0781015,322.39563,3.148862714,-34.30585113,-0.850614368
569,37.56485447,122.0780672,322.85333,1.772400139,-21.20581257,-17.88705959
570,37.56521282,122.0779627,323.63354,2.163658286,-7.336735081,-22.79481064
571,37.56555885,122.077836,323.5182,1.195314624,2.775559847,-20.98309507
572,37.56590671,122.0777141,322.52557,0.924790654,8.936933564,-19.44476701
573,37.56625925,122.0776177,323.0572,1.250108304,8.268732593,-16.13931552
574,37.56662785,122.077547,324.66223,0.335199258,8.574071814,-12.11570056
575,37.56699518,122.0775027,325.65964,-0.195638747,7.441397145,-9.274838536
576,37.56736534,122.0774832,326.4865,-0.915489211,6.943412654,-4.382853129
577,37.56772973,122.0774846,326.72607,-2.02457841,5.261499743,-2.560634838
578,37.56809824,122.077502,326.2274,-1.338685614,2.940564615,-1.454308652
579,37.56846376,122.0775293,326.16876,-2.082257569,1.853986507,0.000682607
580,37.56883516,122.0775615,325.51685,-1.53257357,0.489005596,0.482563722
581,37.56920729,122.0775949,325.00052,-1.202597656,1.302400524,1.512323364
582,37.56956708,122.0776272,324.2779,-1.653786505,0.278017292,1.344991043
583,37.5699307,122.0776586,324.13348,0.094700538,-0.683579411,-0.082818477
584,37.57030291,122.0776882,323.23544,-0.944380487,-1.105479888,1.945820718
585,37.57067456,122.0777131,322.93597,-0.650442867,0.268298718,2.665101797
586,37.57103562,122.0777369,322.4568,3.516372117,0.129656141,-0.6092491
587,37.57140352,122.0777588,323.12515,0.450751335,0.560219735,-0.194704078
588,37.57177499,122.0777813,323.19635,1.131012958,0.701746331,-0.040868742
589,37.57214204,122.077804,323.89987,-0.771541065,0.633222916,0.261426297
590,37.57251034,122.0778266,323.90057,0.525902501,0.724447057,-1.7598392
591,37.57287726,122.077849,324.38095,0.380937706,0.000758425,0.611278836
592,37.57323837,122.0778691,324.01727,-0.154009872,2.711464973,-0.83133041
593,37.57359832,122.0778911,323.82053,1.318335188,0.199822953,-0.324635633
594,37.57396979,122.0779133,324.4133,0.315683606,1.69379757,1.146004127
595,37.57434322,122.0779372,324.05075,-0.711714112,1.513488458,2.022745854
596,37.57470952,122.0779623,323.11716,0.661510021,0.626763048,0.86968741
597,37.57507998,122.0779859,323.63617,1.195381637,1.178394004,2.201792743
598,37.57544667,122.0780107,323.84958,0.398088321,1.163694012,0.274005995
599,37.57565027,122.0780241,323.4343,0.574189778,0.387986218,1.901015386
600,37.5777421,122.0802406,323.6042,0.870720783,-3.76923168,-171.734818
601,37.57737771,122.0802056,324.06842,1.485794298,-0.649892186,-173.8480929
602,37.57701395,122.0801908,323.53525,1.489942316,0.261460227,-174.4998106
603,37.57665036,122.0801767,323.59958,2.791446611,0.927146094,-174.6313085
604,37.5762872,122.0801627,323.8869,1.885135617,2.163912921,-172.9181644
605,37.57592714,122.0801432,322.14752,2.847339641,0.800461216,-170.7135542
606,37.57556263,122.0801128,321.43698,2.607860005,0.198590929,-175.4265947
607,37.57519709,122.08008,321.54883,4.04440282,0.576829216,-170.5236602
608,37.57483769,122.0800444,321.56247,4.802271615,-1.813954611,-171.1085912
609,37.57447782,122.0800139,323.71707,4.25943724,-1.597508809,-171.2159736
610,37.57411634,122.0799888,325.61404,4.570893702,-0.774869706,-174.9170071
611,37.57375208,122.0799737,327.47882,0.76556464,0.785986808,-174.1771105
612,37.57338735,122.0799578,327.37076,-0.133618662,1.241990164,-170.665239
613,37.57302398,122.0799377,327.9564,0.11881166,0.884276833,-170.2049229
614,37.57266441,122.0799116,327.81308,-1.395819529,-0.156692569,-171.2316107
615,37.57229758,122.0798855,327.7112,-1.979384125,0.981232423,-171.5527294
616,37.57193128,122.0798589,327.01486,-2.27971745,0.046169627,-170.9701894
617,37.57156721,122.0798327,326.46634,-0.91549249,0.785549969,-172.0371613
618,37.57120638,122.0798087,326.47308,-1.594435044,0.324509777,-170.0449799
619,37.57084345,122.0797835,325.39105,-1.215596471,0.079579198,-171.1816774
620,37.57047878,122.0797598,326.45068,-0.079411795,0.534781767,-170.4911313
621,37.57011228,122.0797363,325.66702,-2.816196978,0.231056977,-166.482864
622,37.56975116,122.079708,325.47705,-2.064246138,-0.214168096,-169.7154197
623,37.5693858,122.0796852,323.9831,-2.930350444,0.224451959,-172.2420914
624,37.56902628,122.0796642,325.54883,-1.883195726,0.689632661,-169.898354
625,37.56865993,122.0796415,326.35092,-2.559898062,0.595494715,-170.0739946
626,37.56829333,122.0796192,326.29547,-1.523428371,1.235795521,-174.3430653
627,37.56793253,122.0795899,326.6416,-5.642271787,-0.56434318,-171.5269261
628,37.56756896,122.0795507,322.68362,-0.225662092,-1.596878866,-173.7454743
629,37.5672046,122.0795256,323.30685,0.325664098,-0.184562128,-174.4928772
630,37.56684011,122.079508,323.63385,-1.635063387,0.790353944,-173.3007741
631,37.56650223,122.0794902,325.19385,-1.374450123,1.094787896,-172.0463447
632,37.56438707,122.0823933,320.47083,6.159579822,-34.15425322,-7.854729749
633,37.56475502,122.0823232,322.2044,3.67339678,-22.84565209,-22.02639379
634,37.56510194,122.0821903,321.1758,5.425799104,-8.650478339,-29.4357834
635,37.56544394,122.0820229,321.41666,5.777412442,2.549938817,-30.42117435
636,37.56578281,122.0818652,322.0991,3.399382568,7.820968139,-30.44115536
637,37.56613884,122.0817249,322.3936,5.855107269,13.51479682,-26.22472977
